sample_number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122
Otu000014_rna_dna,-1.1248502018409536,-1.2009659334542255,-1.2098007649743694,-1.2637322613094062,-0.8603096064152459,-0.7102697601548068,-0.9680110459333255,-0.9277244092261372,-0.864674738012682,-1.2304334284060203,-1.3176237186491524,-1.3806370757039175,-1.3059728567875153,-1.145195777175868,-1.2232308290402363,-1.1483284675679046,-1.3547169692414287,-0.9375208929415715,-1.8247919656056903,-0.9982128275726064,-1.6686979861430258,-1.1097401053683325,-1.0172199186292048,-1.5612908120621445,-1.1287818559515355,-1.2864540922167484,-1.3039456280063746,-1.3575733426678351,-2.1814119531022405,-1.306236024782344,-0.8599282601288156,-0.40584400515163216,-1.1171381682613108,-1.3934127867142316,-1.1510071462455502,-1.4159838009612422,-1.1507164696627825,-1.0981655082239448,-1.4292263482565115,-1.102779872009748,-1.4411808516676208,-1.0126024172476062,-1.1180752206531612,-1.174818051993146,-1.337017128385692,-0.8975664589129531,-0.5250760010149819,-0.6456294509739582,-1.4205600543889951,-1.3276252212064155,-1.4837603765683098,-1.4464432274126087,-0.9220333241128341,-1.440408537025744,-1.2682964557677252,-1.5583295957520564,-1.7037644871146753,-0.6786815704903424,-1.3045584195489117,-1.5777712369842023,-1.6840807215638294,-1.2486027648282767,-1.4676260848329048,-1.4642092949565855,-1.2031792159266739,-0.9383810877211212,-1.3279611043271222,-1.0828708983563178,-1.2193543169070629,-0.9181077384308551,-1.2617190804495637,-0.9012528651722405,-1.039059296674417,-1.337704099323645,-1.4783202741980042,-1.5376179109191974,-0.7872280226207289,-1.014084411892765,-1.151253263929784,-0.8532870025667287,-0.8342159893448653,-0.839503787448272,-0.5973011213594855,-1.7639863592014644,-2.0971548654978847,-1.2150261765131685,-0.6076766506507015,-0.6724034479650615,-0.9299787056412914,-1.295368013170776,-1.313148073926559,-1.2206402434007906,-1.3923823694692037,-1.1199136156943377,-0.782890263943698,-0.3693415957551335,-0.7480594572466928,-0.9328458052649884,-0.6816288789151979,-0.9834118128704258,-1.0760983197446423,-1.4517014234976586,-0.9522734832241759,-1.6722026494671494,-1.0983904248106413,-1.7160104276437531,-1.3357967745822896,-0.9644075889039234,-1.1100362275192996,-0.995825759529414,-1.296324833088538,-0.979940427212836,-1.5442442009011592,-1.6774144188640796,-0.9469234617661709,-1.4588455818336312,-1.8612149325741782,-1.0655830390639536,-1.018119619434338,-1.3944960439985405,-1.4336053263929374,-1.2417029459863436,-1.014169941170767
Otu000016_dna,0.8101078467576117,0.7869364861145232,0.14985710350188397,-0.9791177814021789,0.05506812254244424,1.3991662577002262,1.4196881124234915,-0.484880370692055,-1.6796193503887917,-1.2060596369285275,0.09169117467708747,0.9763381751655718,0.7684976612699548,1.3773089279957884,0.9075103284957575,0.6877995626801198,1.1279429587763221,0.8185644622846399,1.3667876876570457,0.7697379774816593,1.7940764175609418,1.2849135906439353,1.1516832150307201,1.3356424691160977,0.6419758575425665,1.3714482163771924,0.33706566288072226,1.821398036910996,1.5600340709922476,1.5292309438341776,2.5144647412108805,1.3448594179586786,2.0999194390206344,1.682041641031203,1.420096447809233,-0.022946766370958917,0.6003199696467852,1.1860203053666378,0.9616219059375032,0.6981436320700215,0.9355924583433406,0.28244603212273733,0.31754899660648206,0.24077554171279938,0.3795790239134247,0.5860840342054866,0.32338810098464965,0.20634004174880602,-0.23800087376576243,-1.667529982696594,-0.6890000883079713,0.1857301953685545,1.0115843743994575,1.81113528059359,1.4272851903427903,0.8766764611059117,1.3862082137040233,1.3559786571407504,1.5231899467032777,0.822080673647281,1.1439782912566756,1.0218827172409775,1.302932991615278,1.522189356040349,0.7254643335130324,1.0519288458575675,0.7793336191116197,0.9942517598078587,0.8277153023274182,1.4339862073108731,1.1174590722994915,0.4771997024167272,0.7197427321766722,0.7239386640091293,0.70208853425387,0.4663479950098521,0.933906528414814,0.4659521939091672,0.7652537435100644,0.9018962323151338,1.726214810292264,1.5429605676389784,2.0971995388395195,1.4542774439324628,1.086011529042295,1.447299490101053,1.3456246566016783,1.1416808078869505,1.2350157296388184,1.6588707513501397,1.43260999092737,1.7835399246258996,1.967861143593298,1.5342911526184035,1.1426736533157085,1.0993345821650942,1.0635811537956696,1.2499940019768327,0.7741676425788346,0.35865091993149867,0.523432136593432,0.2584882741229837,-2.059754151186717,-0.8930643817910554,-0.7249486833635381,-2.857345123082323,-0.2537426822999488,0.2714810434308738,0.9573665286813755,1.0903266471126483,1.2146834358141991,-0.2261001043823924,0.8043754853869683,1.9934906201895168,-0.13828703852512356,1.2110911762814143,1.2757880538686537,0.3203609858457744,1.820197456699493,1.1892434100751874,1.2359491323708447,1.2769990914669749,1.2760485744549472
Otu000016_rna,0.12951115755916595,0.4971325421403664,0.16980392833404379,-1.1937402461616367,0.29352129614986383,1.1049178687913663,1.0540126156376912,-0.6351530669798621,-2.568088701474734,-0.9005934867590736,-0.40303459896840116,0.6770715816952577,0.556640156549804,1.3141475506374798,0.4388563357007235,0.24083443044350103,0.6262851839845759,0.4391063116789484,0.7384538147860763,0.6543587906379631,1.1834469478905816,0.7180489418045957,0.8644604905401742,0.5641767322362706,-0.09000108254791116,0.9393531634419927,0.4226184037414326,1.6154127988890346,0.9311600813917673,1.2059632208955993,1.6272184690428624,0.9620128224147495,1.6167957031756026,0.9686610663693841,0.4608166566445136,-0.33412630841617047,-0.3960310204886324,0.3212532418754509,-0.21378688381998373,-0.3454973883072105,0.06545609043476534,-0.572203419347872,-0.38106357918704425,-0.9735013470208942,-0.5304028995033387,-0.6299361558260013,-0.7863833723627783,-0.5934400890524107,-0.2995757464040823,-2.0165960994258225,-1.2308177490549144,-0.2802609240490555,0.4044188705194203,0.6709215156893743,0.9109728407999833,0.6748222856086644,0.7806716665983641,1.191441400078183,1.2121027809291116,0.8167782532842222,0.7234687857592814,0.7899370920144322,0.7821738293863816,0.8590116982093873,0.799506696957126,0.6778864330283007,0.437313962968559,0.5733379341206759,0.4072607868301881,0.7282604887824716,1.226943268112224,0.5372598896604753,0.26199971659397175,-0.22711844220324662,0.006341604698805983,-0.7212095823912121,0.3767168813950326,-0.08577741391691757,-0.43556511795550185,0.06615371732637716,1.1758077015743347,1.5675377263542307,1.9177692125824966,0.9955430453391173,0.011426606593464205,0.27639020400499265,0.5566589737712114,0.5640472241395678,0.5602243604331599,0.6089651918442512,0.4457927778751741,1.0897091208262824,0.16617375581842603,1.1221153504065908,0.6623941231771562,0.5452051199011354,-0.1078743831867917,-0.13233698559368864,0.2703583587849007,-0.18356967295195592,-0.11907067225089395,-0.23288007151677667,-2.002892815227606,-0.8908939251296433,-1.0569843091899096,-2.99192535068134,-1.0411446415685743,0.3788452607147164,0.8634960603417543,0.8776475606601087,0.8619173513978361,0.017229936222060937,-0.07734017697812744,1.498699115582268,0.8544865952992093,0.4919583780650591,-0.6852003330994418,-0.09003456200764778,1.4442994250984886,0.8169528032342382,0.5155481285799082,0.7719643775299969,0.9166536588542308
Otu000016_rna_dna,-0.6805966891984457,-0.28980394397415676,0.019946824832159815,-0.2146224647594578,0.23845317360741958,-0.29424838890885985,-0.36567549678580025,-0.1502726962878071,-0.888469351085942,0.3054661501694539,-0.49472577364548864,-0.29926659347031404,-0.21185750472015075,-0.06316137735830862,-0.468653992795034,-0.4469651322366187,-0.5016577747917462,-0.37945815060569144,-0.6283338728709694,-0.11537918684369619,-0.6106294696703602,-0.5668646488393396,-0.287222724490546,-0.7714657368798271,-0.7319769400904776,-0.4320950529351997,0.08555274086071035,-0.20598523802196156,-0.6288739896004802,-0.3232677229385783,-0.8872462721680181,-0.3828465955439291,-0.48312373584503177,-0.7133805746618188,-0.9592797911647195,-0.31117954204521153,-0.9963509901354177,-0.8647670634911869,-1.175408789757487,-1.043641020377232,-0.8701363679085753,-0.8546494514706093,-0.6986125757935263,-1.2142768887336937,-0.9099819234167634,-1.2160201900314878,-1.109771473347428,-0.7997801308012168,-0.06157487263831987,-0.3490661167292286,-0.541817660746943,-0.46599111941761,-0.6071655038800372,-1.1402137649042157,-0.516312349542807,-0.20185417549724727,-0.6055365471056592,-0.1645372570625674,-0.31108716577416606,-0.005302420363058835,-0.4205095054973942,-0.23194562522654527,-0.5207591622288965,-0.6631776578309617,0.07404236344409354,-0.37404241282926687,-0.3420196561430607,-0.42091382568718283,-0.42045451549723006,-0.7057257185284015,0.10948419581273261,0.06006018724374812,-0.4577430155827004,-0.9510571062123759,-0.695746929555064,-1.1875575774010643,-0.5571896470197815,-0.5517296078260847,-1.2008188614655662,-0.8357425149887566,-0.5504071087179294,0.024577158715252345,-0.17943032625702293,-0.4587343985933455,-1.0745849224488306,-1.1709092860960604,-0.7889656828304669,-0.5776335837473827,-0.6747913692056585,-1.0499055595058886,-0.9868172130521959,-0.6938308037996173,-1.801687387774872,-0.4121758022118127,-0.4802795301385523,-0.5541294622639588,-1.1714555369824613,-1.3823309875705214,-0.5038092837939339,-0.5422205928834546,-0.642502808844326,-0.4913683456397604,0.056861335959110804,0.0021704566614121346,-0.33203562582637147,-0.1345802275990171,-0.7874019592686256,0.1073642172838426,-0.0938704683396212,-0.21267908645253952,-0.35276608441636303,0.24333004060445332,-0.8817156623650958,-0.49479150460724886,0.9927736338243329,-0.7191327982163551,-1.9609883869680955,-0.41039554785342214,-0.3758980316010043,-0.37229060684094917,-0.7204010037909365,-0.505034713936978,-0.35939491560071646
Otu000019_dna,-1.442936800676298,-1.1967139909236373,-0.5544294327487681,1.2132792003512998,0.36295290231174476,-0.5475483966277627,0.11308407746177437,0.7222125609701247,1.8006783798383685,1.3372976180343998,0.3880463283822973,0.24581865190752067,0.23791830876773154,-0.30471898210611303,-1.049553443671676,-1.2501424167260164,0.14434362089078046,-0.889674034893554,-0.7337857777262176,-2.9329347987646126,-2.7995993890014144,-1.5426340158766032,-1.990477692256619,-1.853804545061291,-1.4992208883239901,-1.6190070000759549,-1.3676824293577028,0.18547008967148598,0.2518902693938552,-0.11942768175320405,0.6261273971006375,-0.7928510318451332,-0.06612221087889697,-0.3155698824010007,-0.7374260549611004,-1.3258595185517983,-0.9401250713003636,-1.3224168418315567,-1.3207604797390229,-1.1723539132049052,-1.378553457051781,1.365505907783362,1.5334321570273342,0.7077985428203972,1.3870765240073122,1.5023747660796416,1.956601278912408,2.6042353145471764,2.603450503149796,1.8260874033476528,2.063337792995355,1.6002792241460448,1.3232066543972467,1.3151925875193096,1.2081098982042013,0.3571638465264514,0.3225645228736604,1.2186786676653478,1.192617432209253,1.1690332715677676,1.5586177756408814,1.2276981185843663,0.9370351727184724,0.12134340428014777,-0.248732395938564,-0.6162166674033107,-0.2553097867140147,-0.31534059398126335,-1.367037085863412,-1.3645415787574529,-1.751118025769253,-4.066095079853277,-3.3475731576575094,-3.616614722458177,-2.863916821709531,-1.5133755184112394,-1.8600861024881206,-1.7803144684946548,-1.6283031276897078,-1.313957164854579,-0.9528478539366936,-0.08431726292345304,0.5661747953546616,-0.10901386586585587,-1.8807332076384438,-1.514898002366367,-1.6584064197670076,-0.9695767789775455,-1.135228011829042,-0.6606161524465092,0.1791365428284033,0.8389154095372334,0.9480889166329644,0.9606785407536479,2.831278342690996,2.9038781767278588,2.6597291750997165,2.6072040723169567,2.0034136110353957,2.6301997927231495,2.2254075838023843,2.144732715177853,2.1917976393451912,2.6481378080640887,2.315943986309306,2.704519240182254,1.063692060714492,0.9272997442368853,0.7734436905204471,0.45023709662162653,-0.1833727586743662,0.12672127024035004,-0.5135415782881856,-0.6935864575324142,-1.120792737864102,-0.7021363253435406,0.2693954872973121,-0.3490254682250272,-1.1257883131852462,-1.9656958629731858,-2.401637027355541,-2.362089698143946,-3.438536397519011
Otu000019_rna,-1.4320707336972993,-1.1834012919774641,-1.3315597625706337,0.6538996814608751,0.41379251422953894,-0.1498551506320259,0.16116232556433063,0.6078336466520665,1.71831080176251,0.3790911393025588,0.1838179229419208,-0.1558375412398463,-0.46621790965331034,-0.22629749030966928,-1.4525329744761726,-1.811456122170384,-0.2555891956877279,-1.7224001830551916,-1.149341392050671,-2.657226432334505,-2.519617141215311,-1.449039906933996,-2.4212240040001367,-2.01982082019596,-1.683309613052128,-1.519577999942747,-1.65099221762761,0.024324025123130835,0.16833298019383205,-0.3200930825994499,0.3091732084570786,-1.0642369905152431,0.7325932858529481,-0.9965422856206082,-1.2439314355939117,-0.8041299376619059,-1.1876182738618304,-1.6836710786169176,-2.110906868705865,-1.976914207460086,0.800567470093743,0.6851572583961254,0.4857470954237412,0.4127930140989964,0.8901805350951839,0.9552090640390546,1.3750221071684878,2.0267325591723204,1.7602956990816565,1.5759961352359622,1.7500611677940898,1.5413515083286806,0.8912296180815371,1.0395250304933805,0.7502940054162973,0.012927648552823485,0.04018488220069666,1.0802157649679587,0.7865162696215261,0.7744853410939706,1.1312346344057598,0.9172765143910337,0.6064420822714827,0.13190814291516845,-0.5222491430251937,-0.5110484939330946,-0.6842219656014876,-0.4739810601598832,-1.5320341231064059,-1.7024246068388897,-2.0182498650733502,-2.6580060695685916,-2.855547856144341,-4.860768099513207,-2.3450336524646715,-2.6335970394078823,-1.6961239762534512,-2.7648400781458755,-2.6242059516003295,-2.369155991322251,-1.780259315587225,-1.2756149596045432,0.6709764110736322,-0.5329258045613162,0.48143023583919975,-1.5286144919730829,-1.389251175284102,-0.9743549151777808,-0.8260700006867306,-0.4800776458077078,-0.26266863765781384,0.2284250184643389,-0.00014745962908759719,0.5302387002529467,0.8133932088420698,0.6923896853988035,0.9168788443431937,1.117188686451888,0.5462059735896789,1.4332874574041732,1.5247075141715791,1.6243233059636621,1.5437595392942538,2.1068478223314786,1.7948775939443795,2.23240549382749,0.7831139950524353,0.22392765087057398,0.3442936032510996,0.24283595711312694,-0.7270885222190584,-0.6430075102490863,-0.43671417788602485,-0.6875442103210025,-0.005635690340083497,-1.1040565140369005,-1.6684305476487065,-0.8990135580927148,-1.3917932759715232,-2.676916234274061,-2.8343559586946965,-2.4826295299402834,-3.2771248003560567
Otu000019_rna_dna,0.010866066978998612,0.013312698946173152,-0.7771303298218656,-0.5593795188904247,0.05083961191779418,0.39769324599573674,0.04807824810255626,-0.11437891431805813,-0.0823675780758586,-0.9582064787318411,-0.2042284054403765,-0.401656193147367,-0.7041362184210419,0.07842149179644375,-0.40297953080449656,-0.5613137054443675,-0.3999328165785084,-0.8327261481616376,-0.4155556143244534,0.27570836643010743,0.27998224778610314,0.09359410894260711,-0.43074631174351774,-0.1660162751346692,-0.18408872472813775,0.09942900013320788,-0.28330978826990716,-0.16114606454835514,-0.08355728920002317,-0.20066540084624584,-0.3169541886435589,-0.27138595867010995,0.798715496731845,-0.6809724032196075,-0.5065053806328114,0.5217295808898924,-0.24749320256146679,-0.36125423678536084,-0.7901463889668421,-0.8045602942551808,2.179120927145524,-0.6803486493872366,-1.0476850616035929,-0.29500552872140084,-0.4968959889121283,-0.547165702040587,-0.5815791717439203,-0.577502755374856,-0.8431548040681396,-0.2500912681116907,-0.3132766252012651,-0.058927715817364223,-0.4319770363157096,-0.27566755702592904,-0.457815892787904,-0.3442361979736279,-0.2823796406729637,-0.13846290269738915,-0.406101162587727,-0.394547930473797,-0.42738314123512167,-0.31042160419333253,-0.3305930904469897,0.010564738635020679,-0.27351674708662965,0.10516817347021612,-0.4289121788874729,-0.15864046617861988,-0.16499703724299386,-0.3378830280814369,-0.26713183930409734,1.408089010284685,0.4920253015131686,-1.2441533770550297,0.5188831692448597,-1.1202215209966428,0.16396212623466933,-0.9845256096512207,-0.9959028239106218,-1.0551988264676722,-0.8274114616505315,-1.1912976966810902,0.10480161571897051,-0.42391193869546034,2.3621634434776437,-0.013716489606715898,0.26915524448290573,-0.004778136200235372,0.30915801114231145,0.1805385066388014,-0.44180518048621714,-0.6104903910728945,-0.9482363762620519,-0.43043984050070117,-2.0178851338489263,-2.2114884913290553,-1.7428503307565228,-1.4900153858650687,-1.4572076374457168,-1.1969123353189763,-0.7007000696308052,-0.5204094092141907,-0.6480381000509374,-0.5412899857326101,-0.5210663923649266,-0.472113746354764,-0.2805780656620567,-0.7033720933663113,-0.42915008726934756,-0.2074011395084996,-0.5437157635446922,-0.7697287804894364,0.07682740040216074,0.0060422472114116665,1.1151570475240185,-0.4019201886933599,-1.9378260349460186,-0.5499880898676875,-0.26600496278627705,-0.7112203713008751,-0.4327189313391555,-0.12053983179633754,0.1614115971629544
Otu000021_dna,-1.1805725362088069,-1.9838901211318587,-0.5067066598795525,0.06542728599565495,-0.38148757263575106,-0.21713066891525598,0.06495159171131301,0.7831869641767591,0.33935699554110876,-0.005785477970437505,-0.026527495924107435,-0.889897386963966,-1.014013749833549,-1.9495240383775045,-1.611237484671158,-2.4357660823837564,-2.1055621761078376,-2.443022480676611,-0.8341337515604996,-1.2181363706726862,-2.378385923925111,-0.9257701400662888,-2.945989137284055,-2.97773464171369,-2.100560519630813,-1.4724035258840795,-2.536253306632723,-1.9679864138843692,-1.4807147773475362,-2.635586875045309,-3.714891213845867,-1.747362976539486,-2.5776971077490587,-2.125678490297252,-0.9978813147126675,-0.51938365268485,-1.4509506950663542,-1.2988863444213625,-1.0049075303205457,-0.9732252380945692,-0.5050245845157076,-0.27255080995639075,-0.7718889157855865,-0.47646919042620633,-0.576533202147402,0.20309178194938068,0.08699932292041926,0.5270829764614751,-0.09733354427579119,0.7768853057366695,1.5672446674273723,0.7434048633156326,-0.6599476678304378,-0.9429407429039022,-0.42808546339944836,-0.7860527483784122,0.8953480211837306,0.5229574831102296,-1.3185124126778496,-2.469031242628395,-1.5278688611815736,-0.6773643788071002,0.029183309490181924,-0.6287706008864751,-0.31327091707613525,2.066714473603567,2.607745430021369,2.609268487268998,1.7636145055899495,0.7674708499317211,-0.23222554320783828,-2.6798007187333863,-2.1638030606490926,-1.824855253230122,-1.7653045330414217,-2.4578371272520907,-1.4675243992158644,-1.5106509015455525,-1.7283865862466905,-1.6276147237096203,-0.6809141384530517,-0.18229767128365687,-0.13897733130210688,-0.45732056013407163,-0.08897373841038883,-0.17765979823567063,0.2133957571345838,0.25318393921402377,-0.21893727995488696,0.5110212712364904,1.6234181615986434,2.084530985822948,2.042480517696844,2.0925106673019016,2.2165933293934468,2.2905181127857457,2.2217936819607678,1.7668166452151977,1.2018704230948882,1.577434590268291,0.6462784742063622,0.6446663812891694,2.2719185973415503,0.4087547436935068,1.3852645169830513,1.7117992406490061,3.1356103703879543,-0.9216525592768665,-0.7383557523497373,-0.6696525904937681,0.2544838452250336,-0.19083196554493442,1.5780386343959654,-3.277584009964645,-0.8066190499653447,-1.7879688873652515,-1.7278079561455517,-2.4564800461325373,-1.8189354937451916,-1.144070357640109,-2.531690155603739,-3.027066001737195,-2.684764595142631
Otu000021_rna,-0.6932535163041657,-1.8054525508536792,-0.3089333808804462,0.27524583080336745,-0.5034927478111245,-0.6748654093899732,0.22081303426030696,0.5805782907841519,0.46224910125673274,0.4871043833631372,0.021848594996864756,-1.329957382416101,-0.8223539152874324,-2.0180569595377245,-2.117509278069422,-1.4059910140622196,-2.00354604225739,-2.7209290131663186,-0.22708049319001225,-1.7505051514765007,-2.067632017472254,-0.5496856845907393,-2.8042162562562427,-2.6176578209515813,-1.6440888998988465,-1.5996207076162834,-1.5001693278930264,-1.9382531764173943,-1.1105411323052217,-2.6767453968637716,-3.2743457299990313,-1.5841124498011518,-2.272470315129927,-1.5226353815173872,-0.6561447706917927,-0.19195181963562769,-0.8172444855649359,-0.8609898458650701,-0.2917484252896957,-0.28231848668567894,0.03646855356151298,0.21331708134308838,0.25289472998257057,-0.2290608720733984,0.1110429066797162,0.49499344115948196,0.11648433917923603,0.179749799181071,0.3779461162527821,1.3425849984475833,1.9272731847441649,0.9785949802796936,-0.17661101191981893,0.0059452120961254245,0.8237857446793597,-0.19116770779069175,1.1421736512854124,0.22108344693375231,-0.07562701313522444,-2.8906775864026497,-1.345172454569785,-0.5134696092996908,0.31051594004461963,-0.5288737531427451,-0.8099312154769746,1.2504056257996314,1.1652593657850407,0.8653963811722557,0.8489354988086218,0.46662909353063337,-0.8863803546487581,-2.252540961460427,-2.579294479516183,-1.646346624994386,-0.909949127175349,-1.5096669427554823,-0.8339004656495721,-0.7404583136490668,-1.5964197155008326,-0.8831622699792723,-0.08566359481281782,0.2634814634713123,0.6499230018757999,0.1694380311035532,0.5890609000315652,1.054628058535779,0.8337812860079903,0.8174045540502741,0.4443925449080383,0.988454813549155,2.172675945182173,2.042239937715581,2.6141152113729547,2.210089240869645,2.1747581869194352,2.248790015544525,2.86775424689641,2.4989331534698014,1.9375100863506498,2.210692314996967,1.749024544986772,1.7990748038970714,2.801624877144367,1.043455401524594,1.6185427002067403,1.7261034853524566,3.5859897624287687,-0.6410697866160305,-0.9201250119833295,-0.7024423116342804,-0.021380115786139752,-0.4495570627604223,2.0874998063901455,-3.098342887955281,-0.5344175976630522,-1.137958065712582,-0.5259240654233716,-2.3771154684657283,-2.353204443126148,-0.3485786451776005,-2.4776810147559645,-3.0887653335105987,-2.209284170354701
Otu000021_rna_dna,0.4873190199046412,0.17843757027817952,0.19777327899910635,0.2098185448077125,-0.12200517517537346,-0.4577347404747172,0.15586144254899395,-0.20260867339260724,0.12289210571562398,0.4928898613335747,0.04837609092097219,-0.44005999545213503,0.19165983454611668,-0.06853292116021992,-0.5062717933982639,1.0297750683215368,0.1020161338504475,-0.27790653248970765,0.6070532583704874,-0.5323687808038144,0.31075390645285683,0.3760844554755495,0.1417728810278125,0.3600768207621088,0.45647161973196626,-0.12721718173220387,1.0360839787396967,0.029733237466974982,0.37017364504231454,-0.04115852181846247,0.4405454838468357,0.16325052673833418,0.3052267926191319,0.6030431087798647,0.34173654402087483,0.3274318330492223,0.6337062095014183,0.4378964985562924,0.71315910503085,0.6909067514088902,0.5414931380772207,0.48586789129947916,1.024783645768157,0.24740831835280794,0.6875761088271182,0.29190165921010125,0.029485016258816776,-0.347333177280404,0.4752796605285733,0.5656996927109138,0.36002851731679253,0.235190116964061,0.48333665591061886,0.9488859550000276,1.2518712080788081,0.5948850405877204,0.2468256301016818,-0.3018740361764773,1.2428853995426252,-0.4216463437742548,0.18269640661178865,0.16389476950740944,0.2813326305544377,0.09989684774372998,-0.4966602984008393,-0.8163088478039358,-1.4424860642363284,-1.7438721060967426,-0.9146790067813276,-0.30084175640108773,-0.6541548114409198,0.4272597572729593,-0.4154914188670906,0.178508628235736,0.8553554058660726,0.9481701844966084,0.6336239335662923,0.7701925878964857,0.1319668707458579,0.7444524537303481,0.5952505436402339,0.44577913475496916,0.7889003331779068,0.6267585912376248,0.678034638441954,1.2322878567714497,0.6203855288734065,0.5642206148362503,0.6633298248629252,0.47743354231266455,0.5492577835835295,-0.04229104810736706,0.5716346936761108,0.11757857356774348,-0.041835142474011544,-0.04172809724122084,0.6459605649356424,0.7321165082546037,0.7356396632557616,0.6332577247286761,1.1027460707804098,1.154408422607902,0.5297062798028165,0.6347006578310872,0.23327818322368898,0.014304244703450486,0.45037939204081434,0.280582772660836,-0.18176925963359225,-0.03278972114051226,-0.27586396101117333,-0.25872509721548786,0.5094611719941802,0.17924112200936415,0.27220145230229253,0.6500108216526694,1.20188389072218,0.07936457766680904,-0.5342689493809565,0.7954917124625085,0.05400914084777453,-0.06169933177340381,0.4754804247879303
Otu000023_dna,1.4418639121704113,1.764121540957127,1.3833007115946143,-0.16372557048239858,1.3635847826196508,1.1827351495626397,0.7351551224501178,-0.1121419560864476,-1.2147308218098267,-0.3592204921456976,0.08294221248385208,1.0306571904696593,2.001008023493176,1.8419120040615238,1.2891483765380598,1.1117592534244485,0.6487687775583787,1.0658055651779101,1.0811535372808305,0.4266686855987055,1.2316870372535496,0.6885339620189845,0.6207226828556734,1.1114685210079915,0.1861091180573333,0.63780967446251,0.3989902054406171,0.7140334747502556,0.7215192030753494,0.8956636348650444,1.533635488199154,0.5934433292747575,1.8553694108282703,1.6044038381739567,1.4918346882133773,0.2259492810456656,1.079212546309767,1.3744600586725282,1.07453401135929,1.1536828408241904,1.2369733751532834,0.7183086174152729,1.21052864961219,0.7797720424454865,1.3570241789409103,1.72914808544443,1.2471695045879623,1.1343268133861524,1.624948126598944,0.3816977803867454,0.5637628801873966,0.7373416139045748,0.27798223914719855,1.3779539622854795,1.5196390193861047,0.951639499579367,0.7450658181343925,1.2148151728403034,1.9124638191244385,1.4290772211994203,0.8434127630987068,0.4593074716853545,0.6144769846312129,0.8193646805983384,1.258545003568381,1.1960038736960843,0.9913294639308241,0.9292469294988628,0.7782442133119668,1.3096070706690757,1.7686360004733184,0.42254128987886314,0.9492586309531404,0.6138620140885035,0.6624437029066298,0.22774021799806074,-0.0061948521530595935,-0.4875461653855877,-0.7215818468317036,-0.2519024719202668,-0.4783898743415777,-0.6233137636561401,-1.0408793257241624,-1.5151108542819263,-1.5240582636997113,-0.9106983078229178,-1.0078188536258583,-0.4974202963707089,-0.511073702756048,-0.06277915169088877,0.017495191271987426,0.1888164825458018,0.4390667198661244,-0.028182883955342537,-0.2683133203945536,-0.7237905463411807,0.12235147357426246,0.6552281519033396,0.011176888651625161,0.41580933377144724,0.33856928237080486,-0.11178671458878846,-1.8084397229058107,-0.2874365792476667,-0.6152497661071138,-2.2442406501959145,-0.5266096689665893,1.2576511383720217,1.4859534820260085,1.757405395211175,1.6569155563705527,1.3899823507703766,-0.004441580489664675,1.427431510993162,-0.5007215376222227,1.1554670826900197,1.135394928875768,1.1251431571586736,1.5483603362412826,1.5644525449599127,1.4603755574979436,1.2671913930839551,0.9535952590130653
